date,returns
2020-01-02,0.0
2020-01-03,0.004991042031905459
2020-01-06,-0.0013837371800812783
2020-01-07,-0.00379388038291816
2020-01-08,-0.0010195917100876534
2020-01-09,0.005194932996887143
2020-01-10,0.0034270697611369265
2020-01-13,0.001467504206291977
2020-01-14,0.0022193212962704815
2020-01-15,0.004662632761535357
2020-01-16,0.0022214974232004567
2020-01-17,-0.003312245931323908
2020-01-21,0.004667307797995848
2020-01-22,0.00230311623474652
2020-01-23,0.004369921377090349
2020-01-24,0.000776471619173688
2020-01-27,0.0011668410324772154
2020-01-28,0.01085679311561237
2020-01-29,0.005394860431917897
2020-01-30,0.0037156992934680466
2020-01-31,-0.0031972601530005883
2020-02-03,0.009344365697899044
2020-02-04,0.017489683815441116
2020-02-05,0.010484048451772948
2020-02-06,0.004485099914251103
2020-02-07,0.004167574383342525
2020-02-10,0.005203364057571721
2020-02-11,-0.00227039501553032
2020-02-12,0.0007824092814755278
2020-02-13,0.0014485659087339884
2020-02-14,0.0029900660399121487
2020-02-18,0.0026620000780270352
2020-02-19,0.0025908015046621257
2020-02-20,0.0019611445835672394
2020-02-21,-0.00011958572367189776
2020-02-24,-0.035585716056331956
2020-02-25,-0.029733862564871823
2020-02-26,-0.0006933149258343213
2020-02-27,-0.04679543585849268
2020-02-28,0.01656871480978433
2020-03-02,0.0951737228894539
2020-03-03,-0.029852821554566762
2020-03-04,0.021293642388120808
2020-03-05,-0.032779193077647865
2020-03-06,-0.0031620300717097823
2020-03-09,-0.017544827225143115
2020-03-10,0.11515660001022418
2020-03-11,-0.027493147850648523
2020-03-12,-0.041088505883648374
2020-03-13,0.20824767106940892
2020-03-16,-0.04253442116953706
2020-03-17,0.10131015910216737
2020-03-18,-0.0254457602323562
2020-03-19,-0.00921956376479982
2020-03-20,-0.013100362143566984
2020-03-23,-0.006860550906582889
2020-03-24,0.03364415901135417
2020-03-25,0.0002297565845712935
2020-03-26,0.02069771443583476
2020-03-27,-0.01289614950246323
2020-03-30,0.019590621547574828
2020-03-31,-0.011228772007027097
2020-04-01,-0.010067275099727914
2020-04-02,0.010926591657929903
2020-04-03,-0.0030839155581220325
2020-04-06,0.03306296063216265
2020-04-07,-0.0034651818672045216
2020-04-08,0.011318831864220972
2020-04-09,0.00745973317097685
2020-04-13,-0.007544519992343626
2020-04-14,0.022277754168358962
2020-04-15,-0.008457260621936255
2020-04-16,0.006805804917533824
2020-04-17,0.007992328236993156
2020-04-20,-0.010320835841056275
2020-04-21,-0.009545088203174866
2020-04-22,0.011879450511780285
2020-04-23,-0.005363571862521703
2020-04-24,0.0034615887158682785
2020-04-27,0.007195679890609699
2020-04-28,-0.0022345061638034906
2020-04-29,-0.0013120083303083854
2020-04-30,-0.004831940794304682
2020-05-01,-0.007454545094047591
2020-05-04,0.0006630473858485668
2020-05-05,0.0018734819880112485
2020-05-06,-0.0027382522403316826
2020-05-07,0.002789105220826496
2020-05-08,0.009627140905116802
2020-05-11,0.0012332101148605252
2020-05-12,-0.006716423293283329
2020-05-13,-0.00602038670780381
2020-05-14,0.0013013556878782077
2020-05-15,0.003590914612070583
2020-05-18,0.008194068930218418
2020-05-19,-0.002098461685974756
2020-05-20,0.006002067377445864
2020-05-21,-0.0024446123337120984
2020-05-22,-6.452345564297588e-05
2020-05-26,0.0028372364302943352
2020-05-27,0.01411741163707108
2020-05-28,-0.0029114983555971804
2020-05-29,0.006259384619660676
2020-06-01,0.003630920864442835
2020-06-02,0.008363300664582057
2020-06-03,0.012820896185951194
2020-06-04,-0.0029876061930322103
2020-06-05,0.02559045832068328
2020-06-08,0.012492297778856229
2020-06-09,-0.0037081598009552864
2020-06-10,-0.0015140553687779832
2020-06-11,-0.05845930130676685
2020-06-12,0.012846890930790549
2020-06-15,0.009260627383389348
2020-06-16,0.019191616541728757
2020-06-17,-0.0028447698572927104
2020-06-18,0.0005713132715218251
2020-06-19,-0.004355497684606563
2020-06-22,0.008132520248334402
2020-06-23,0.005917311560629027
2020-06-24,-0.024085990787013883
2020-06-25,0.010411605158086971
2020-06-26,-0.024936635028146845
2020-06-29,0.01582079494781512
2020-06-30,0.013426105634500387
2020-07-01,0.005607527225003286
2020-07-02,0.005561890181866782
2020-07-06,0.01934492824754537
2020-07-07,-0.01065848879480705
2020-07-08,0.00920058487550466
2020-07-09,-0.003203114747378361
2020-07-10,0.010202350614689864
2020-07-13,-0.009823236605930635
2020-07-14,0.013582541020198492
2020-07-15,0.006547475809310713
2020-07-16,-0.00519199705591272
2020-07-17,0.0007153530914871339
2020-07-20,0.012544505805601257
2020-07-21,-0.0011275233866628548
2020-07-22,0.005078673714430686
2020-07-23,-0.016937320974103325
2020-07-24,-0.007836631148709193
2020-07-27,0.010085803968679448
2020-07-28,-0.008956617956149781
2020-07-29,0.009980472980800107
2020-07-30,-0.002079055694874773
2020-07-31,0.010130296266111595
2020-08-03,0.009881802744662146
2020-08-04,0.00459493872247331
2020-08-05,0.00719321082469971
2020-08-06,0.009084183762610365
2020-08-07,-0.0029720178625174645
2020-08-10,0.0036362986779045906
2020-08-11,-0.010363994079383397
2020-08-12,0.016575403816326256
2020-08-13,-0.000529692287444635
2020-08-14,4.516140413611736e-05
2020-08-17,0.0040691583963313495
2020-08-18,0.0031868590321515334
2020-08-19,-0.00461148951193469
2020-08-20,0.0063870532230817356
2020-08-21,0.0059428441607137245
2020-08-24,0.009978352217376484
2020-08-25,0.003263822328396517
2020-08-26,0.011721043889644959
2020-08-27,0.0014095461880573284
2020-08-28,0.005768617167769292
2020-08-31,-0.0010296014725634216
2020-09-01,0.011978869039937858
2020-09-02,0.01297977789041044
2020-09-03,-0.015002417405630216
2020-09-04,-0.00900152180553379
2020-09-08,-0.03263268092259077
2020-09-09,0.021657873370172467
2020-09-10,-0.017250782397648816
2020-09-11,-0.000517205904236141
2020-09-14,0.01429863582742709
2020-09-15,0.006387367941882852
2020-09-16,-0.006048893960787309
2020-09-17,-0.009800401135846104
2020-09-18,-0.010896839503304535
2020-09-21,-0.009215943976486469
2020-09-22,0.011201283287967457
2020-09-23,-0.024263527452358727
2020-09-24,0.0030724568119406075
2020-09-25,0.017573819407185113
2020-09-28,0.017595180345326623
2020-09-29,-0.005107593499097945
2020-09-30,0.008558582487420559
2020-10-01,0.008166407028620749
2020-10-02,-0.014157035144803556
2020-10-05,0.018673592726009644
2020-10-06,-0.015161138080184194
2020-10-07,0.01781495213811848
2020-10-08,0.006343347596188211
2020-10-09,0.009947365574881864
2020-10-12,0.01852488648087155
2020-10-13,-0.004170700068856165
2020-10-14,-0.006762971671787969
2020-10-15,-0.002764607483751195
2020-10-16,-0.0008078708962897389
2020-10-19,-0.01509973088897032
2020-10-20,0.003140316196295361
2020-10-21,-0.0020486634414703677
2020-10-22,0.0038104918993734837
2020-10-23,0.0014200701386602468
2020-10-26,-0.018628046269930722
2020-10-27,-0.001375560736312338
2020-10-28,-0.035539479746306085
2020-10-29,0.010629433191420755
2020-10-30,-0.013902669571816594
2020-11-02,0.009691150308335592
2020-11-03,0.018402645383137385
2020-11-04,0.026903612678482628
