date,returns
2020-01-02,0.0
2020-01-03,0.007014415775650377
2020-01-06,0.003819604026714015
2020-01-07,0.00038517964863053213
2020-01-08,0.0001497590211092369
2020-01-09,0.003044388425946692
2020-01-10,0.0007391382120976886
2020-01-13,0.002347440314810602
2020-01-14,0.00044295723478523065
2020-01-15,0.003101430601094061
2020-01-16,0.005499239505382853
2020-01-17,0.0018822599430136408
2020-01-21,0.001182134241199822
2020-01-22,0.00034603440721553343
2020-01-23,0.0015753604987828547
2020-01-24,0.0006180894711266371
2020-01-27,-0.00860705679193034
2020-01-28,0.004850112698927406
2020-01-29,0.003346511362789227
2020-01-30,0.0028797251806736875
2020-01-31,-0.009360486410000118
2020-02-03,0.005673712856830436
2020-02-04,0.007497237096017377
2020-02-05,0.004613764777662704
2020-02-06,0.006747923780188423
2020-02-07,-0.0008901389693084663
2020-02-10,0.008801211592967
2020-02-11,-0.0014320700006204676
2020-02-12,0.004993872885457207
2020-02-13,0.0016778375086223473
2020-02-14,0.003644103276575546
2020-02-18,0.00404906858548733
2020-02-19,0.005358633500590058
2020-02-20,0.0023297876815007376
2020-02-21,-0.003858192845853396
2020-02-24,-0.020116408768375452
2020-02-25,-0.02342819690645891
2020-02-26,0.0013330217069129407
2020-02-27,-0.03176956374303179
2020-02-28,-0.0059923578067879475
2020-03-02,0.026079749287572767
2020-03-03,0.0050863122199198176
2020-03-04,0.006748735021809045
2020-03-05,0.002311761577943174
2020-03-06,0.007893116671257432
2020-03-09,-0.007616426970331335
2020-03-10,0.01712802555288628
2020-03-11,-0.01813114040658873
2020-03-12,-0.022836449224522982
2020-03-13,0.05920907777590578
2020-03-16,-0.01744985726099746
2020-03-17,0.02705105195672588
2020-03-18,-0.020633801258926887
2020-03-19,0.011060636213063442
2020-03-20,0.016907268205664794
2020-03-23,0.008233437313588853
2020-03-24,0.04109390450807967
2020-03-25,-0.002350646605394458
2020-03-26,0.015424531937897211
2020-03-27,-0.006568250730966864
2020-03-30,0.006548982898701857
2020-03-31,-0.017028625446469707
2020-04-01,-0.00950585300939572
2020-04-02,0.012942571479750562
2020-04-03,-0.0024310185893433207
2020-04-06,0.02401399448585174
2020-04-07,-0.0045856261967530095
2020-04-08,0.00622337347185744
2020-04-09,0.012571930258718268
2020-04-13,0.00253415543877074
2020-04-14,0.017200299597115717
2020-04-15,-0.003907788387389056
2020-04-16,0.010108105125041532
2020-04-17,-0.000364215113197719
2020-04-20,-0.004567216419798028
2020-04-21,-0.018779504024641142
2020-04-22,0.017898785751444133
2020-04-23,0.003097171674329711
2020-04-24,0.00803585225156381
2020-04-27,-0.0018156150647977603
2020-04-28,-0.004970570047561282
2020-04-29,0.016687112948971277
2020-04-30,-0.010738930242435501
2020-05-01,-0.01044267967020392
2020-05-04,0.004790873501048813
2020-05-05,0.004820881594654772
2020-05-06,-0.006616123019233087
2020-05-07,0.012402691260000244
2020-05-08,0.003455240570267675
2020-05-11,-0.000846993776358764
2020-05-12,-0.00593534438588884
2020-05-13,-0.0020077560435947197
2020-05-14,0.009085684886036487
2020-05-15,0.0038451903331168727
2020-05-18,0.004715086164743022
2020-05-19,-0.00025723209171473415
2020-05-20,0.010693674850012526
2020-05-21,-0.008359560946367854
2020-05-22,0.005197761852147411
2020-05-26,-0.004836201650074817
2020-05-27,0.004682449983290669
2020-05-28,-0.0008669366292595895
2020-05-29,0.0084258585137392
2020-06-01,0.00183738468553335
2020-06-02,0.0009332241283147012
2020-06-03,-0.004298011756475959
2020-06-04,-0.003038075509236992
